CanonicalSMILES	MW	LogP	TPSA	HBA	HBD	RotB
CSC1=NC(NCC2=CC=CC=N2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	398.51300000000015	4.196100000000003	88.0	7	2	8
CCCCNC1=NC(NCC2=CC=CC=C2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	422.55400000000014	5.291200000000004	87.14	6	3	11
CCCCN(C)C1=NC(NCC2=CC=CC=C2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	436.5810000000001	5.3155000000000046	78.35000000000001	6	2	11
NC(=O)C(CC1=CC=C(OCCOC2=CC=C3C=CC=CC3=C2)C=C1)C(=O)O	379.412	3.026200000000001	98.85	4	2	9
CCCC1=CC(C(=O)C2=CC=C(Cl)C=C2)=CC=C1OCCCOC3=CC=CC(C4SC(=O)NC4=O)=C3	524.0380000000004	6.395500000000006	81.69999999999999	6	1	11
CCCC1=CC(C=C2CCCCC2)=CC=C1OCCCOC3=CC=CC(C4SC(=O)NC4=O)=C3	479.64200000000017	6.858600000000007	64.63	5	1	10
CC1(C)CCC(C)(C)C2=CC(OCCOC3=CC=C(CC(C(=O)O)C(=O)O)C=C3)=CC=C21	440.5360000000002	4.821300000000004	93.06000000000002	4	2	9
COC(=O)C(CC1=CC=C(OCCOC2=CC=C3C(=C2)NCCC3)C=C1)C(=O)OC	413.4700000000002	3.007200000000001	83.09000000000002	7	1	9
CCC(CC1=CC=C(OC)C(C(=O)NCC2=CC=CC=C2)=C1)C(=O)O	341.40700000000004	3.278500000000001	75.63	3	2	8
O=C(NC1=CC=C(OC2=NC=CC=N2)C=C1C(=O)[O-1])C3=CC=C(Cl)C=C3Cl	403.20100000000014	3.1915000000000013	104.24	6	1	5
CCCC1=CC(C2CCCCCC2)=CC=C1OCCCOC3=CC=CC(C4OC(=O)NC4=O)=C3	465.5900000000002	6.232300000000006	73.86000000000001	5	1	10
COC(=O)C(CC1=CC=C(OCCOC2=CC=C3C(=C2)C(C)(C)CCC3(C)C)C=C1)C(=O)OC	468.5900000000003	4.998100000000004	71.06	6	0	9
CCC(CC1=CC=C(OC)C(C(=O)NCC2=CC=C(CCC3=CC=CC=C3)C=C2)=C1)C(=O)O	445.5590000000002	5.063700000000003	75.63	3	2	11
CCC(CC1=CC=C(OC)C(C(=O)NCC2=CC=C(OCCC3=CC=CC=C3)C=C2)=C1)C(=O)O	461.5580000000002	4.900000000000004	84.86	4	2	12
O=C(NC1=CC=C(OC2=CC=C([N+1](=O)[O-1])C=N2)C=C1C(=O)[O-1])C3=CC=C(Cl)C=C3Cl	447.21000000000015	3.7047000000000017	134.49	7	1	6
COC(=O)C(CC1=CC=C(OCCOC2=CC=C3C(=C2)NCCC3)C=C1)C(=O)O	399.44300000000015	2.918800000000001	94.09000000000002	6	2	9
O=C(NC1=CC=C(C=2C=CSC=2)C=C1C(=O)[O-1])C3=CC=C(Cl)C=C3Cl	391.2550000000001	4.337700000000002	69.23	4	1	4
CCCC1=CC(C2CCCCC2)=CC=C1OCCCOC3=CC=CC(C4OC(=O)NC4=O)=C3	451.56300000000016	5.842200000000005	73.86000000000001	5	1	10
NC(=O)C(CC1=CC=C(OCCOC2=CC=C3C(=C2)NCCC3)C=C1)C(=O)O	384.4320000000001	2.2311	110.88	5	3	9
CCOC1=CC=CC(C2=CC=C(NC(=O)C3=CC=C(Cl)C=C3Cl)C(C(=O)[O-1])=C2)=C1	429.2790000000001	4.674900000000003	78.46	4	1	6
CCC(CC1=CC=C(OC)C(CNC(=O)C2=CC=C(C(F)(F)F)C=C2)=C1)C(=O)O	409.40400000000005	4.297300000000003	75.63	3	2	8
CC1=CC=C(NC(=O)C2=CC=C(Cl)C=C2Cl)C(C(=O)O)=C1	324.16300000000007	4.252320000000002	66.4	2	2	3
O=C(NC1=CC=C(C2=CC=CO2)C=C1C(=O)[O-1])C3=CC=C(Cl)C=C3Cl	375.187	3.869200000000002	82.37	4	1	4
CCCC1=CC(C2CCC(C)(C)CC2)=CC=C1OCCCOC3=CC=CC(C4OC(=O)NC4=O)=C3	479.61700000000025	6.478300000000006	73.86000000000001	5	1	10
O=C(NC1=CC=C(C2=CC=CC3=CC=CN=C23)C=C1C(=O)[O-1])C4=CC=C(Cl)C=C4Cl	436.2740000000002	4.8244000000000025	82.12	4	1	4
COC(=O)C(CC1=CC=C(OCCOC2=CC=C3C(=C2)C(C)(C)CCC3(C)C)C=C1)C(N)=O	453.5790000000003	4.310400000000003	87.85	5	1	9
O=C(NC1=CC=C(OC2=CN=CC(Cl)=N2)C=C1C(=O)[O-1])C3=CC=C(Cl)C=C3Cl	437.6460000000002	3.8449000000000018	104.24	6	1	5
COC(=O)C(CC1=CC=C(OCCOC2=CC=C3C(=C2)CCCC3)C=C1)C(N)=O	397.4710000000002	2.8402000000000003	87.85	5	1	9
O=C(NC1=CC=C(OCCC2=CC=CS2)C=C1C(=O)[O-1])C3=CC=C(Cl)C=C3Cl	435.3080000000002	4.292200000000003	78.46	5	1	7
CCCC1=CC(C(=O)C2CCCCC2)=CC=C1OCCCOC3=CC=CC(C4SC(=O)NC4=O)=C3	495.6410000000002	6.274100000000006	81.69999999999999	6	1	11
CSCCOC1=CC=C(NC(=O)C2=CC=C(Cl)C=C2Cl)C(C(=O)[O-1])=C1	399.2750000000002	3.3510000000000018	78.46	5	1	7
CCC(CC1=CC=C(OC)C(C(=O)NCC2=CC=C(C3=CC=CC=C3)C=C2)=C1)C(=O)O	417.5050000000001	4.945500000000004	75.63	3	2	9
COC(=O)C(CC1=CC=C(OCCOC2=CC=C3C(=C2)CCCC3)C=C1)C(=O)O	398.4550000000002	3.4395000000000016	82.06	5	1	9
CCOC1=CC=C(COC2=CC=C(NC(=O)C3=CC=C(Cl)C=C3Cl)C(C(=O)[O-1])=C2)C=C1	459.3050000000002	4.586900000000004	87.69	5	1	8
O=C(NC1=CC=C(OCC2=CC=CS2)C=C1C(=O)[O-1])C3=CC=C(Cl)C=C3Cl	421.2810000000002	4.2497000000000025	78.46	5	1	6
CCC(CC1=CC=C(OC)C(C(=O)NCC2=CC=C(C(F)(F)F)C=C2)=C1)C(=O)O	409.40400000000005	4.297300000000003	75.63	3	2	8
O=C(NC1=CC=C(OC2=NC=CC=N2)C=C1C(=O)O)C3=CC=C(Cl)C=C3Cl	404.20900000000006	4.526200000000002	101.41	5	2	5
